,path,区位,餐饮,房间设施,娱乐设施,店内设施,服务,风格化,其他,主观感受
51,1089608_3.jpg,0,0,1,0,0,0,0,0,0
52,448534_1.jpg,0,0,1,0,0,0,0,0,0
53,286244_4.jpg,0,0,0,0,1,0,1,0,1
54,459116_1.jpg,0,0,1,0,0,0,0,0,0
55,1432179_1.jpg,0,0,1,0,0,0,0,0,0
56,1086034_2.jpg,0,0,1,0,0,0,0,0,0
57,1496222_4.jpg,0,0,1,0,0,0,0,0,0
58,616973_3.jpg,0,0,0,0,1,0,1,0,0
59,731312_3.jpg,0,0,1,0,0,0,0,0,0
60,921870_2.jpg,0,0,0,0,0,0,1,0,0
61,709344_4.jpg,0,1,0,0,0,0,0,0,0
62,960255_2.jpg,0,0,1,0,0,0,0,0,0
63,1122593_3.jpg,0,0,1,0,0,0,0,0,0
64,709328_1.jpg,0,0,1,0,0,0,0,0,0
65,754354_1.jpg,0,0,1,0,0,0,0,0,0
66,1203602_3.jpg,0,0,1,0,0,0,0,0,0
67,98193_0.jpg,0,0,1,0,0,0,0,0,0
68,759145_3.jpg,0,0,1,0,0,0,0,0,0
69,626821_5.jpg,0,0,0,0,1,0,0,0,0
70,250242_3.jpg,0,0,1,0,0,0,0,0,-1
71,1334532_2.jpg,0,0,1,0,0,0,0,0,0
72,1204248_2.jpg,1,0,1,0,0,0,0,0,0
73,1074834_1.jpg,0,0,1,0,0,0,0,0,0
74,1276015_0.jpg,0,0,0,0,1,0,0,0,0
75,613254_1.jpg,0,0,1,0,0,0,0,0,0
76,1407581_1.jpg,0,0,1,0,0,0,0,0,0
77,521505_0.jpg,0,0,1,0,0,0,0,0,0
78,1561314_3.jpg,0,0,1,0,0,0,0,0,0
79,440534_1.jpg,0,0,1,0,0,0,0,0,0
80,215282_2.jpg,0,0,1,0,0,0,0,0,0
81,1422288_2.jpg,0,0,1,0,0,0,0,0,-1
82,960718_1.jpg,1,0,0,0,0,0,0,0,0
83,1213632_0.jpg,0,0,1,0,0,0,0,0,-1
84,939110_4.jpg,0,0,1,0,0,0,0,0,0
85,1305869_2.jpg,0,0,1,0,0,0,0,0,0
86,1332073_1.jpg,0,0,1,0,0,0,0,0,-1
87,140292_4.jpg,0,0,1,0,0,0,0,0,0
88,1140835_2.jpg,0,0,0,0,1,0,0,0,0
89,413686_3.jpg,0,0,1,0,0,0,0,0,-1
90,1140779_1.jpg,0,0,0,0,1,0,0,0,-1
91,1017066_0.jpg,0,0,1,0,0,0,0,0,0
92,228777_3.jpg,0,0,0,0,1,0,1,0,0
93,98512_2.jpg,0,0,1,0,0,0,0,0,0
94,527672_2.jpg,0,0,1,0,0,0,0,0,0
95,1346122_3.jpg,0,0,1,0,0,0,0,0,0
96,561574_4.jpg,0,0,1,0,0,0,0,0,0
97,1345794_0.jpg,0,0,1,0,0,0,0,0,0
98,1278004_3.jpg,0,0,1,0,0,0,0,0,0
99,1601980_0.jpg,0,0,1,0,0,0,0,0,0
100,94925_3.jpg,0,0,0,0,0,0,1,0,0
101,236852_4.jpg,0,0,1,0,0,0,0,0,0
102,1350848_1.jpg,0,0,0,0,1,0,0,0,0
103,1136266_5.jpg,0,0,1,0,0,0,0,0,0
104,388966_1.jpg,0,0,1,0,0,0,0,0,-1
105,354913_3.jpg,1,0,0,0,0,0,0,0,0
106,1454847_3.jpg,1,0,1,0,0,0,0,0,0
107,209345_3.jpg,0,0,0,0,1,1,0,0,0
108,1306043_0.jpg,1,0,0,0,0,0,0,0,0
109,755362_2.jpg,0,0,1,0,0,0,0,0,-1
110,1411195_1.jpg,0,0,1,0,0,0,0,0,0
111,354470_5.jpg,0,0,1,0,0,0,0,0,0
112,1071260_4.jpg,0,0,0,0,1,0,0,0,0
113,1250039_4.jpg,0,0,1,0,0,0,0,0,0
114,8335_0.jpg,0,0,1,0,0,0,0,0,0
115,942680_3.jpg,0,0,1,0,0,0,0,0,0
116,1259909_1.jpg,0,0,1,0,0,0,0,0,-1
117,1123904_3.jpg,0,0,1,0,0,0,0,0,0
118,960288_2.jpg,0,0,1,0,0,0,0,0,-1
119,225607_1.jpg,0,0,1,0,0,0,0,0,0
120,1204656_0.jpg,0,0,1,0,0,0,0,0,0
121,1054814_3.jpg,0,0,1,0,0,0,0,0,-1
122,1042680_2.jpg,0,1,0,0,0,0,0,0,0
123,449901_0.jpg,0,0,1,0,0,0,0,0,1
124,39155_0.jpg,0,0,1,0,0,0,0,0,0
125,622570_2.jpg,0,0,1,0,0,0,0,0,-1
126,1054443_3.jpg,0,0,1,0,0,0,0,0,0
127,592804_3.jpg,0,0,1,0,0,0,0,0,0
128,1448825_3.jpg,0,0,1,0,0,0,0,0,0
129,1400735_2.jpg,0,0,1,0,0,0,0,0,0
130,942680_4.jpg,0,0,1,0,0,0,0,0,0
131,448145_0.jpg,0,0,1,0,0,0,0,0,-1
132,1326797_4.jpg,0,1,0,0,0,0,0,0,0
133,557064_2.jpg,0,0,1,0,0,0,0,0,0
134,391025_4.jpg,0,0,1,0,0,0,0,0,0
135,478329_4.jpg,0,0,1,0,0,0,1,0,0
136,1418819_1.jpg,0,0,1,0,0,0,0,0,0
137,986502_2.jpg,0,0,0,0,1,0,0,0,-1
138,37486_0.jpg,0,0,0,0,1,0,0,0,0
139,511334_0.jpg,0,0,1,0,0,0,0,0,0
140,951074_3.jpg,0,0,1,0,0,0,0,0,0
141,516950_2.jpg,0,1,0,0,0,0,0,0,0
142,1037156_0.jpg,1,0,0,0,0,0,1,0,1
143,229408_0.jpg,0,0,1,0,0,0,0,0,0
144,1521766_1.jpg,0,0,1,0,0,0,0,0,0
145,70888_4.jpg,0,0,1,0,0,0,0,0,0
146,1061372_5.jpg,1,0,0,0,0,0,0,0,0
147,1506921_2.jpg,0,0,1,0,0,0,0,0,1
148,946731_2.jpg,0,0,1,0,0,0,0,0,0
149,625707_1.jpg,0,0,1,0,0,0,0,0,0
150,1266047_1.jpg,0,1,0,0,0,0,0,0,0
151,1331520_1.jpg,0,0,0,0,0,0,1,0,0
152,529_4.jpg,1,0,0,0,0,0,0,0,0
153,411301_1.jpg,1,0,0,0,0,0,0,0,0
154,359903_3.jpg,0,0,1,0,0,0,0,0,0
155,409865_3.jpg,0,0,0,0,1,0,1,0,0
156,858002_2.jpg,1,0,0,0,0,0,0,0,0
157,1592809_2.jpg,0,0,1,0,0,0,0,0,0
158,1236900_4.jpg,0,0,1,0,0,0,0,0,0
159,706755_0.jpg,0,0,1,0,0,0,0,0,0
160,938970_1.jpg,0,0,1,0,0,0,0,0,0
161,1385389_2.jpg,0,0,1,0,0,0,0,0,0
162,373855_3.jpg,0,0,1,0,0,0,0,0,-1
163,902302_2.jpg,0,0,1,0,0,0,0,0,0
164,1017126_5.jpg,0,0,0,0,1,0,0,0,0
165,251873_3.jpg,1,0,0,0,0,0,1,0,0
166,411304_3.jpg,0,0,1,0,0,0,0,0,0
167,1037304_0.jpg,0,0,0,0,0,0,1,0,1
168,481854_3.jpg,0,0,1,0,0,0,0,0,0
169,1307130_0.jpg,0,0,1,0,0,0,0,0,0
170,1273874_3.jpg,0,0,1,0,0,0,0,0,0
171,1558565_1.jpg,0,0,1,0,0,0,0,0,0
172,969758_4.jpg,0,0,1,0,0,0,0,0,0
173,1147189_4.jpg,0,0,0,0,1,0,1,0,0
174,1320262_1.jpg,0,0,1,0,0,0,0,0,0
175,1316784_4.jpg,1,0,0,0,0,0,0,0,0
176,102360_1.jpg,0,0,1,0,0,0,0,0,0
177,441458_1.jpg,0,0,1,0,0,0,0,0,0
178,1073562_0.jpg,0,0,0,0,1,0,0,0,0
179,1411345_2.jpg,0,0,1,0,0,0,0,0,0
180,316113_0.jpg,0,0,1,0,0,0,0,0,0
181,595228_2.jpg,0,0,1,0,0,0,0,0,0
182,794318_0.jpg,0,0,1,0,0,0,0,0,-1
183,377507_1.jpg,1,0,0,0,0,0,0,0,0
184,227650_4.jpg,0,0,1,0,0,0,0,0,0
185,664879_1.jpg,0,0,0,0,0,0,1,0,0
186,926663_3.jpg,0,0,1,0,0,0,0,0,0
187,1089792_3.jpg,0,0,0,0,1,0,1,0,0
188,1335925_2.jpg,0,0,1,0,0,0,0,0,0
189,330583_0.jpg,0,0,1,0,0,0,0,0,0
190,1189840_1.jpg,0,0,1,0,0,0,0,0,0
191,1268491_3.jpg,0,0,1,0,0,0,0,0,0
192,1436710_4.jpg,0,0,1,0,0,0,0,0,0
193,434626_2.jpg,0,0,1,0,0,0,0,0,0
194,1190713_0.jpg,0,0,1,0,0,0,0,0,0
195,1219108_2.jpg,1,0,0,0,0,0,0,0,0
196,1268441_3.jpg,1,0,1,0,0,0,0,0,0
197,1456634_1.jpg,0,0,0,0,1,0,1,0,0
198,1308703_3.jpg,0,0,0,0,1,0,0,0,0
199,54856_0.jpg,0,0,1,0,0,0,1,0,1
200,527936_2.jpg,0,0,1,0,0,0,0,0,0
201,533071_3.jpg,0,0,1,0,0,0,0,0,0
202,853587_4.jpg,0,1,0,0,0,0,0,0,0
203,1432808_0.jpg,0,0,1,0,0,0,0,0,0
204,821453_1.jpg,0,0,1,0,0,0,0,0,0
205,330583_4.jpg,1,0,0,0,0,0,0,0,0
206,1069044_3.jpg,0,0,1,0,0,0,0,0,0
207,1399824_3.jpg,0,0,0,0,1,0,1,0,0
208,1369884_3.jpg,0,0,1,0,0,0,0,0,0
209,1054436_4.jpg,0,0,1,0,0,0,0,0,0
210,991087_4.jpg,0,0,1,0,0,0,0,0,0
211,1196250_4.jpg,0,0,1,0,0,0,0,0,0
212,724415_0.jpg,0,0,0,0,1,0,0,0,0
213,1340030_3.jpg,0,0,1,0,0,0,0,0,0
214,1335458_3.jpg,0,0,1,0,0,0,0,0,1
215,1302067_4.jpg,0,0,1,0,0,0,0,0,1
216,1279075_1.jpg,0,0,1,0,0,0,0,0,0
217,79785_2.jpg,0,0,1,0,0,0,0,0,0
218,182416_1.jpg,0,0,0,0,1,0,0,0,0
219,1336184_3.jpg,0,0,1,0,0,0,0,0,-1
220,479067_1.jpg,0,0,1,0,0,0,0,0,0
221,1316585_3.jpg,0,0,1,0,0,0,0,0,0
222,1050701_2.jpg,0,0,1,0,0,0,0,0,0
223,876407_0.jpg,0,0,1,0,0,0,0,0,0
224,522092_3.jpg,1,0,0,0,0,0,0,0,0
225,1340651_2.jpg,0,0,1,0,0,0,0,0,1
226,1198713_5.jpg,0,0,0,0,0,0,1,0,0
227,1047336_1.jpg,0,0,1,0,0,0,0,0,0
228,1279542_0.jpg,0,0,1,0,0,0,0,0,0
229,472300_1.jpg,0,0,0,0,1,0,0,0,0
230,374554_2.jpg,0,0,1,0,0,0,0,0,1
231,997244_4.jpg,0,0,1,0,0,0,0,0,0
232,1439402_1.jpg,0,0,1,0,0,0,0,0,0
233,1140659_4.jpg,0,0,1,0,0,0,0,0,0
234,1069229_2.jpg,0,0,1,0,0,0,0,0,0
235,1439402_2.jpg,0,0,1,0,0,0,0,0,0
236,124221_1.jpg,0,0,1,0,0,0,1,0,0
237,1229694_3.jpg,1,0,0,0,0,0,0,0,0
238,1335876_4.jpg,0,1,0,0,0,0,0,0,0
239,586322_2.jpg,0,0,1,0,0,0,0,0,-1
240,600931_3.jpg,0,0,1,0,0,0,0,0,0
241,1251339_2.jpg,0,0,1,0,0,0,0,0,1
242,130484_3.jpg,0,0,1,0,0,0,0,0,0
243,236852_3.jpg,0,0,1,0,0,0,0,0,0
244,217213_0.jpg,0,0,1,0,0,0,0,0,-1
245,1187633_0.jpg,0,0,1,0,0,0,0,0,0
246,595853_2.jpg,0,0,1,0,0,0,0,0,0
247,1048465_3.jpg,0,0,1,0,0,0,0,0,0
248,1071322_3.jpg,0,0,1,0,0,0,0,0,0
249,1366086_1.jpg,0,0,1,0,0,0,0,0,0
250,530066_3.jpg,0,0,1,0,0,0,0,0,0
251,81827_2.jpg,0,0,1,0,0,0,0,0,0
252,672228_4.jpg,0,0,1,0,0,0,0,0,0
253,1451712_0.jpg,0,0,1,0,0,0,0,0,0
254,1452506_0.jpg,0,0,0,0,1,0,0,0,0
255,1578767_0.jpg,0,0,1,0,0,0,0,0,-1
256,377489_1.jpg,1,0,0,0,0,0,0,0,0
257,876049_0.jpg,0,0,1,0,0,0,0,0,0
258,1298915_2.jpg,1,0,0,0,0,0,0,0,0
259,1173184_0.jpg,0,0,1,0,0,0,0,0,1
260,989576_1.jpg,0,0,1,0,0,0,0,0,0
261,868631_1.jpg,0,0,0,0,1,0,1,0,0
262,1420050_0.jpg,1,0,1,0,0,0,0,0,0
263,1411316_0.jpg,0,0,1,0,0,0,0,0,0
264,1235992_0.jpg,0,0,1,0,0,0,0,0,0
265,43431_3.jpg,0,0,1,0,0,0,0,0,0
266,755437_0.jpg,0,0,1,0,0,0,0,0,0
267,339675_3.jpg,0,0,1,0,0,0,0,0,0
268,883322_2.jpg,0,0,1,0,0,0,0,0,-1
269,235900_2.jpg,0,0,1,0,0,0,0,0,0
270,1279740_0.jpg,1,0,0,0,1,0,1,0,0
271,1322520_2.jpg,0,0,1,0,0,0,0,0,0
272,38306_2.jpg,0,0,0,0,1,0,0,0,0
273,1439382_2.jpg,0,0,0,0,1,0,0,0,0
274,1430913_1.jpg,0,0,1,0,0,0,0,0,1
275,1466330_2.jpg,0,0,1,0,0,0,0,0,0
276,38708_2.jpg,0,0,0,0,1,0,0,0,0
277,1284696_1.jpg,0,0,1,0,0,0,0,0,0
278,1566968_2.jpg,0,0,1,0,0,0,0,0,0
279,1342710_2.jpg,1,0,0,0,0,0,0,0,0
280,9656_0.jpg,0,0,1,0,0,0,0,0,0
281,916003_0.jpg,0,0,1,0,0,0,0,0,0
282,597660_3.jpg,0,0,1,0,0,0,0,0,0
283,1327856_0.jpg,0,0,1,0,0,0,0,0,0
284,513668_0.jpg,0,0,1,0,0,0,0,0,0
285,1316982_5.jpg,0,0,1,0,0,0,0,0,1
286,981966_2.jpg,0,0,1,0,0,0,0,0,0
287,798076_0.jpg,1,0,0,0,0,0,0,0,0
288,1197007_0.jpg,0,0,1,0,0,0,0,0,-1
289,1267810_0.jpg,0,0,1,0,0,0,0,0,0
290,1399276_1.jpg,0,0,1,0,0,0,1,0,0
291,1161525_1.jpg,1,0,0,0,0,0,0,0,0
292,1196250_0.jpg,0,0,1,0,0,0,0,0,0
293,105315_3.jpg,0,0,0,0,1,0,0,0,0
294,1314715_1.jpg,0,0,1,0,0,0,0,0,0
295,629625_0.jpg,0,0,1,0,0,0,0,0,0
296,1378199_1.jpg,0,0,1,0,0,0,0,0,0
297,1238990_0.jpg,0,0,0,0,1,0,0,0,0
298,1165380_3.jpg,0,0,1,0,0,0,0,0,-1
299,1088688_3.jpg,0,0,1,0,0,0,0,0,0
300,1334552_3.jpg,0,0,1,0,0,0,0,0,0
301,1267930_1.jpg,0,0,1,0,0,0,0,0,0
302,1285528_4.jpg,0,0,0,0,0,0,1,0,0
303,946811_5.jpg,0,0,1,0,0,0,0,0,0
304,978186_1.jpg,0,0,1,0,0,0,0,0,0
305,1203989_5.jpg,0,0,1,0,0,0,0,0,0
306,345995_2.jpg,0,0,1,0,0,0,0,0,0
307,1245444_0.jpg,0,0,1,0,0,0,0,0,0
308,523656_4.jpg,0,0,1,0,0,0,0,0,0
309,330647_3.jpg,0,0,0,0,1,0,1,0,0
310,670625_1.jpg,1,0,0,0,0,0,0,0,0
311,436600_2.jpg,0,0,1,0,0,0,0,0,-1
312,61022_3.jpg,0,0,1,0,0,0,0,0,0
313,463137_1.jpg,0,0,1,0,0,0,0,0,-1
314,982291_1.jpg,0,0,1,0,0,0,0,0,0
315,91354_5.jpg,0,0,1,0,0,0,0,0,0
316,1395320_5.jpg,0,0,1,0,0,0,0,0,1
317,1249145_0.jpg,0,0,1,0,0,0,0,0,0
318,1352778_3.jpg,1,0,1,0,0,0,0,0,0
319,1384059_4.jpg,0,0,1,0,0,0,0,0,0
320,706310_4.jpg,0,0,1,0,0,0,0,0,0
321,1123929_0.jpg,1,0,0,0,0,0,0,0,0
322,1064751_0.jpg,0,0,1,0,0,0,0,0,0
323,1314166_2.jpg,0,0,1,0,0,0,0,0,0
324,1411246_1.jpg,0,0,0,0,1,0,1,0,0
325,1319950_0.jpg,0,0,1,0,0,0,0,0,0
326,1197122_0.jpg,0,0,1,0,0,0,0,0,-1
327,1399502_5.jpg,0,0,1,0,0,0,0,0,1
328,1453069_0.jpg,0,0,1,0,0,0,0,0,0
329,1462120_3.jpg,0,0,1,0,0,0,0,0,0
330,1453258_2.jpg,0,0,1,0,0,0,0,0,0
331,1093847_2.jpg,0,0,1,0,0,0,1,0,0
332,876405_1.jpg,0,0,1,0,0,0,0,0,-1
333,1433060_2.jpg,0,0,1,0,0,0,0,0,0
334,1304753_2.jpg,0,0,1,0,0,0,0,0,0
335,1323647_5.jpg,0,0,1,0,0,0,0,0,0
336,1481685_5.jpg,0,0,1,0,0,0,0,0,1
337,1350105_3.jpg,0,0,1,0,0,0,0,0,0
338,755362_5.jpg,0,0,1,0,0,0,0,0,0
339,1345306_1.jpg,0,0,1,0,0,0,0,0,0
340,167422_3.jpg,0,0,0,0,1,0,1,0,0
341,801171_3.jpg,0,0,1,0,0,0,1,0,0
342,509148_3.jpg,0,0,0,0,1,0,0,0,1
343,814771_1.jpg,0,0,1,0,0,0,0,0,-1
344,1581774_4.jpg,0,0,1,0,0,0,0,0,-1
345,232162_4.jpg,0,0,1,0,0,0,0,0,0
346,558792_1.jpg,0,0,0,1,0,0,0,0,0
347,874106_1.jpg,0,0,1,0,0,0,0,0,0
348,1336096_0.jpg,0,0,1,0,0,0,0,0,0
349,1418852_2.jpg,0,0,1,0,0,0,0,0,0
350,1285529_2.jpg,0,0,1,0,0,0,0,0,0
351,63706_1.jpg,1,0,0,0,0,0,1,0,0
352,1054777_1.jpg,0,0,1,0,0,0,0,0,0
353,1197122_2.jpg,0,0,0,0,0,0,1,0,0
354,296189_2.jpg,0,1,0,0,0,0,0,0,0
355,1141428_0.jpg,0,0,1,0,0,0,0,0,0
356,1399888_3.jpg,0,0,1,0,0,0,0,0,1
357,416370_1.jpg,0,0,1,0,0,0,0,0,0
358,463130_0.jpg,0,0,1,0,0,0,0,0,-1
359,79785_3.jpg,0,0,1,0,0,0,0,0,0
360,755437_2.jpg,0,0,1,0,0,0,1,0,0
361,1420183_0.jpg,0,0,1,0,0,0,0,0,0
362,1531340_1.jpg,0,0,1,0,0,0,0,0,0
363,523656_0.jpg,0,0,1,0,0,0,0,0,0
364,565558_2.jpg,1,0,0,0,0,0,0,0,0
365,1072270_0.jpg,0,0,1,0,0,0,0,0,0
366,707250_1.jpg,0,1,0,0,0,0,0,0,0
367,1017042_0.jpg,0,1,0,0,0,0,0,0,0
368,227653_3.jpg,0,0,0,0,1,0,0,0,0
369,1284428_0.jpg,0,0,1,0,0,0,0,0,0
370,1257090_0.jpg,0,0,1,0,0,0,0,0,0
371,1414776_4.jpg,0,0,1,0,0,0,0,0,1
372,70095_0.jpg,0,0,1,0,0,0,0,0,-1
373,592835_0.jpg,0,0,1,0,0,0,0,0,0
374,725574_3.jpg,0,0,1,0,0,0,0,0,-1
375,236852_0.jpg,0,0,1,0,0,0,0,0,0
376,1422288_0.jpg,0,0,1,0,0,0,0,0,0
377,655998_0.jpg,1,0,0,0,0,0,0,0,0
378,296246_1.jpg,1,0,0,0,0,0,0,0,0
379,1331804_5.jpg,1,0,0,0,0,0,0,0,0
380,1042549_0.jpg,0,0,1,0,0,0,0,0,0
381,61022_0.jpg,1,0,1,0,0,0,0,0,0
382,158732_3.jpg,0,0,1,0,0,0,0,0,-1
383,1452506_3.jpg,1,0,0,0,1,0,0,0,0
384,1593368_1.jpg,0,0,0,0,1,0,1,0,0
385,897683_2.jpg,0,0,1,0,0,0,0,0,0
386,299593_2.jpg,0,0,1,0,0,0,0,0,0
387,228817_0.jpg,0,0,0,0,1,0,0,0,0
388,1252710_2.jpg,0,0,1,0,0,0,0,0,0
389,1444790_1.jpg,1,0,1,0,0,0,0,0,1
390,1412083_3.jpg,0,0,1,0,0,0,0,0,0
391,310577_3.jpg,0,0,1,0,0,0,0,0,0
392,1606248_0.jpg,0,0,0,0,1,0,0,0,0
393,1355878_1.jpg,0,0,1,0,0,0,1,0,0
394,398422_0.jpg,0,0,1,0,0,0,0,0,1
395,1422068_0.jpg,1,0,1,0,0,0,0,0,1
396,538876_1.jpg,0,0,1,0,0,0,0,0,0
397,1039409_3.jpg,1,0,0,0,0,0,0,0,1
398,1342465_3.jpg,0,0,1,0,0,0,0,0,0
399,182378_2.jpg,0,0,1,0,0,0,0,0,-1
400,638805_4.jpg,0,0,1,0,0,0,0,0,0
401,1203034_3.jpg,1,0,0,0,0,0,0,0,0
402,730852_3.jpg,0,1,0,0,0,0,0,0,0
403,1141644_0.jpg,0,0,0,0,1,0,0,0,0
404,1120311_1.jpg,0,0,1,0,0,0,0,0,0
405,1308992_3.jpg,0,0,0,0,1,0,1,0,0
406,275081_2.jpg,0,0,1,0,0,0,0,0,0
407,1238006_1.jpg,0,0,1,0,0,0,0,0,0
408,7161_0.jpg,0,0,0,0,1,0,0,0,-1
409,1335399_3.jpg,0,0,1,0,0,0,0,0,0
410,276593_2.jpg,1,0,0,0,0,0,0,0,0
411,931397_3.jpg,0,0,1,0,0,0,0,0,0
412,1335836_1.jpg,0,0,1,0,0,0,0,0,0
413,1187855_5.jpg,0,0,1,0,0,0,0,0,1
414,1173156_1.jpg,0,0,1,0,0,0,0,0,1
415,612343_1.jpg,0,0,1,0,0,0,0,0,0
416,303559_4.jpg,0,0,1,0,0,0,0,0,0
417,1016918_0.jpg,0,0,0,0,1,0,1,0,0
418,296757_5.jpg,0,0,1,0,0,0,0,0,0
419,1314734_1.jpg,0,0,1,0,0,0,0,0,0
420,1186826_1.jpg,0,0,1,0,0,0,0,0,-1
421,1292777_1.jpg,0,0,1,0,0,0,0,0,0
422,1557355_4.jpg,0,0,1,0,0,0,0,0,0
423,1257582_3.jpg,1,0,0,0,0,0,0,0,0
424,723364_2.jpg,0,0,1,0,0,0,0,0,0
425,1048465_0.jpg,0,0,1,0,0,0,0,0,0
426,155597_1.jpg,0,0,1,0,0,0,0,0,0
427,209851_0.jpg,1,0,0,0,0,0,0,0,0
428,91962_2.jpg,0,0,1,0,0,0,0,0,0
429,1334418_0.jpg,0,0,0,0,1,0,1,0,0
430,124146_4.jpg,0,0,0,0,1,0,1,0,0
431,330574_2.jpg,0,0,1,0,0,0,0,0,0
432,1517491_0.jpg,1,0,0,0,0,0,0,0,0
433,1404382_0.jpg,0,0,1,0,0,0,0,0,0
434,7200_3.jpg,0,0,1,0,0,0,0,0,-1
435,442606_1.jpg,0,0,1,0,0,0,0,0,0
436,1020232_2.jpg,0,0,1,0,0,0,0,0,0
437,1304211_0.jpg,0,0,1,0,0,0,0,0,0
438,188554_3.jpg,0,0,1,0,0,0,0,0,0
439,68132_0.jpg,1,0,0,0,0,0,0,0,0
440,861809_1.jpg,0,0,1,0,0,0,0,0,0
441,1404122_5.jpg,0,0,0,0,1,0,0,0,0
442,818200_0.jpg,0,0,1,0,0,0,0,0,0
443,955430_1.jpg,0,0,1,0,0,0,0,0,0
444,311781_5.jpg,0,0,1,0,0,0,0,0,0
445,1361223_0.jpg,0,0,1,0,0,0,0,0,0
446,1279740_1.jpg,1,0,0,0,1,0,1,0,0
447,1391803_3.jpg,0,0,1,0,0,0,0,0,0
448,1131675_1.jpg,0,0,1,0,0,0,0,0,-1
449,1407359_1.jpg,0,0,1,0,0,0,0,0,0
450,1448801_4.jpg,0,0,1,0,0,0,0,0,0
451,296239_3.jpg,0,0,0,0,1,0,1,0,0
452,1017130_1.jpg,0,0,1,0,0,0,0,0,-1
453,1154521_2.jpg,0,0,1,0,0,0,0,0,0
454,877501_0.jpg,0,0,0,0,1,0,1,0,0
455,298142_4.jpg,0,0,0,0,1,0,0,0,0
456,700736_0.jpg,0,0,1,0,0,0,0,0,0
457,709369_3.jpg,0,0,1,0,0,0,0,0,0
458,513668_2.jpg,1,0,0,0,0,0,0,0,0
459,1455260_2.jpg,1,0,0,0,0,0,0,0,0
460,599734_4.jpg,0,0,1,0,0,0,0,0,0
461,1220646_3.jpg,0,0,0,0,1,0,0,0,0
462,1288582_0.jpg,0,0,1,0,0,0,0,0,0
463,876405_3.jpg,0,0,1,0,0,0,0,0,-1
464,539443_0.jpg,0,0,1,0,0,0,0,0,0
465,1011793_0.jpg,0,0,1,0,0,0,0,0,-1
466,1352905_2.jpg,0,0,1,0,0,0,0,0,0
467,273251_3.jpg,0,0,1,0,0,0,0,0,0
468,1413503_5.jpg,0,0,1,0,0,0,0,0,0
