Unnamed: 0,unique_id,big_score,small_score,txt,review_words,review_lenth,区位,餐饮,房间设施,娱乐设施,店内设施,服务,风格化,安全,卫生,价格
10,1340051,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['办理入住很快，选择的套房，很安静，楼上观景镇的不错，房间暖和，设施齐全，很值，性价比蛮高的'],49,1,0,1,0,0,1,0,0,0,1
11,1198762,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['特别文艺，前台两个姐姐也很和气，离地铁也近，巷子里都是民警，下次想夏天去看看天台，吃楼下咖啡馆的早餐。'],55,1,0,0,0,1,1,1,1,0,0
12,1071322,['s4'],"['s4', 's4', 's4', 's4']","['卫生', '很好', '服务', '很好', '风格', '很好', '安全', '很好']",['房内设施不错，阁楼式感觉温馨，房间没窗感觉空气比较闷，旅馆在三楼没电梯，带行李不方便，楼下物美超市物美价廉，周边吃的很多，个人最喜欢那家渝味小厨，好吃卫生还不贵。总的来说住这边，性价比还是蛮高的，总体满意。'],107,1,0,1,0,3,0,0,0,0,1
13,1401167,['s4'],"['s5', 's5', 's4', 's3']","['服务', '非常好', '位置', '非常好', '设施', '很好', '卫生', '一般']",['交通方便，离学校比较近。周边外卖商超也多。但是入住太难了。上午九点半钟到了以后说有房间，但没铺床单被套。可以先把东西放进去。我们想可能自己来早了。中午休息再来。就把东西放下先去忙了。午饭吃过后大概一点我们想差不多了。可以回房间休息了。结果到房间后还是老样子。换房后还是这样。连打电话带折腾房间收拾好已经两点了。没休息就又出来忙了。感觉这酒店订的冤。洗手间里卷纸和抽纸是齐的。但房间里面没有抽纸。其余的都可以。洗澡水忽冷忽热。想拿备用枕头发现枕头脏。有黄渍。这个酒店我也是醉了。'],242,1,0,3,0,0,2,0,0,3,0
14,937960,['s5'],"['s5', 's5', 's5', 's5']","['服务', '非常好', '位置', '非常好', '设施', '非常好', '卫生', '非常好']",['不错的，很好，服务好，环境好。来到北京就住丽枫酒店，从来都是这样。中端酒店里面很好的，以后还来住。'],53,0,0,1,0,0,1,0,0,0,0
15,1412083,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['又来了住啦 只能说床太舒服了 空调太给力了 都调到27度了 还是有点冷  隔音效果还好可以，'],50,0,0,1,0,0,0,0,0,0,0
16,1301821,['s1'],"['s1', 's3', 's1', 's3']","['卫生', '糟糕', '服务', '一般', '隔音', '糟糕', '安全', '一般']","['到处破破烂烂的，房间里的墙皮掉下来。实在没心情拍照。一群人在过道里吸烟也没人管。内窗除了能把其他房间的吵闹声传过来，并没有卵用…速8原来有这么差。不要抱着一丝幻想说连锁酒店会一样的标准。这里还不如那种火车站旁边拉客的那种杂牌小旅馆呢。', '烟灰', '好烂的电梯。电梯门口的垫子差点让我滑倒。']",151,0,0,3,0,3,0,0,0,0,0
17,871271,['s5'],"['s5', 's5', 's5', 's5']","['服务', '非常好', '位置', '非常好', '设施', '非常好', '卫生', '非常好']",['干净卫生，交通方便离地铁站200米，直达市中心东单、西单、王府井，周围有美食一条街，对于我这个吃货来讲太美了，经常住还给折扣，挺划算的.'],72,1,0,1,0,0,0,0,0,1,1
18,1316351,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['农家院很好，青山绿水环境优雅，房间很干净，卫生间也很干净，服务热情，下次还会来'],43,1,0,1,0,1,1,0,0,1,0
19,555333,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['住宿环境好，服务态度好！'],16,1,0,1,0,1,1,0,0,0,0
20,1238990,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '隔音', '非常好', '安全', '非常好']",['汉庭酒店北京望京科技园新店地处北京市朝阳区，属望京商业圈范围，距离东湖渠地铁站仅百余米，又毗邻公交站点，运通117、416等多趟公交车经过，交通便利，便于出行。该酒店内各项设施齐全，环境优雅，房间内和走廊处卫生打扫的干净整洁，服务人员素质很高，对顾客热情周到。该酒店整体安全性强，两道刷门卡，非酒店入住顾客不得随意出入，值得放心入住。'],171,1,0,1,0,1,1,0,1,1,0
21,167328,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['胡同里的酒店，别有洞天，小乐器有意思😊'],23,0,0,0,0,1,0,1,0,0,0
22,1381262,['s5'],"['s5', 's5', 's4', 's5']","['卫生', '非常好', '服务', '非常好', '隔音', '很好', '安全', '非常好']",['酒店很干净，装修也很新，很值！'],19,0,0,1,0,0,0,1,0,1,0
23,1384059,['s5'],"['s5', 's5', 's5', 's5', 's5', 's5']","['设备设施', '非常好', '环境卫生', '非常好', '服务质量', '非常好', '位置交通', '非常好', '周边环境', '非常好', '餐饮服务', '非常好']",['公司开会，总部订好的酒店，说实话第一次来京城，对北京的酒店状况是什么情况。酒点是挂牌四星，环境不错，对面是北京大学，离清华大学也很近，附近还有中关村等这些文化圈。房间面积和我老家的酒点相比算是挺大，床很软很舒服，浴室还有浴缸，劳累一天洗完澡躺在那很快就入睡了。酒点附近还有美食街。首次北京之行，感觉很好，赞一个'],159,1,0,1,0,1,0,0,0,0,0
24,770380,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['酒店环境优美，房间干净，整体部局合理，床铺软硬适度，被子铺的比较整齐，分別配备了两个枕头，枕头不算特别高，晚上睡觉很舒服，因为酒店楼层较高，所以不会被马路上声音吵醒，窗户隔音好，免费送矿泉水两瓶，电枧摆放适中，频道多效果好，坐在床上看电视很舒服，灯光合理，酒店各类物品、器材摆放整齐，会客厅摆有沙发、花卉等植务，给人以清新感，客房空间通风好，窗户釆光好，手机免费无线网络信号好，排插、开关摆布合理，手机充电和开关灯很方便，卫生间干净没异味，洗澡间干湿分离，洗澡的时候水不容易流出来，洗澡水下水快，洗澡时很舒服，热度洗水台卫生清洁，洗漱用品配备齐全，还提供电吹风，抽风速度快。灯光好，空调制冷效果好，服务好，态度优，酒店有接机、接车、、、、、、等服务，雨天还提供雨伞，各项便民服务想得很周到，上下有电梯，交通出行办事方便，楼下就有公交站台、地铁站步行6一8分钟就到，离区政府只有500米近，地理位置好，房间价格便宜，全国联锁，会员更优，以后还全光顾。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。'],484,1,0,1,0,1,1,0,0,1,1
25,1418927,['s4'],"['s3', 's4', 's5', 's4']","['卫生', '一般', '服务', '很好', '风格', '非常好', '安全', '很好']","['酒店就在望京SOHO', '旁边，地铁C出口，步行约10-15分钟就可以到达，\n', '毗邻798,阿里中心、是公寓式的住宅，楼下有两个便利店，1个药店，\n', '商业环境还在建设当中，\n', '房间基本所有的配套都完善，可做短住，常住，各方面都很不错，\n', '卫生状况较差，地毯脏、床下还有残留的垃圾，希望管家能接受建议和进行改造\n', '好的卫生会带来更好的入住体验。']",196,1,0,1,0,0,0,0,0,3,0
26,277133,['s3'],"['s3', 's3', 's5', 's4', 's3', 's3']","['设备设施', '一般', '环境卫生', '一般', '服务质量', '非常好', '主题特色', '很好', '位置交通', '一般', '餐饮服务', '一般']","['服务质量不错，整体的设备和设施的感觉还是不是很好， 值得有进一步的改进。主题不错。插座的缺乏欧式插座。地板有些许的不干净。产品的质量感觉不是很给力吧。', '床底下好脏啊。']",90,0,0,3,0,0,1,0,0,3,0
27,53596,['s4'],"['s5', 's5', 's5', 's5', 's5', 's5']","['设备设施', '非常好', '环境卫生', '非常好', '服务质量', '非常好', '地理位置', '非常好', '餐饮服务', '非常好', '性价比', '非常好']",['去北京的时候中午困了想中午睡觉就开了一个房间休息一下，客房服务很好，办理以后还有服务员带我们入住房间，房间里面有电脑，开的标间，感觉还不错'],73,0,0,1,0,0,1,0,0,0,0
28,1355996,['s4'],"['s4', 's4', 's4', 's2']","['卫生', '很好', '服务', '很好', '风格', '很好', '安全', '差']",['房间比较宽敞、夜景不错，就是不太好找，整体中评吧！'],29,2,0,1,0,0,0,0,0,0,0
29,1343446,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '隔音', '非常好', '安全', '非常好']",['卫生非常干净！环境和地理位置优越！服务态度热情细心！物超所值！最佳首选！力挺！点赞！'],46,1,2,1,0,0,1,0,0,1,1
30,98451,['s5'],"['s5', 's5', 's5', 's5']","['服务', '非常好', '位置', '非常好', '设施', '非常好', '早餐', '非常好']",['***，***两位接待服务很好！第N次入住了，性价比比较高，推荐'],36,0,2,2,0,0,1,0,0,0,1
31,1343490,['s5'],"['s5', 's5', 's4', 's5']","['卫生', '非常好', '服务', '非常好', '隔音', '很好', '安全', '非常好']",['离北京太近了，没走几步，服务态度也相当好，因为带孩子给我安排房间比较安静，床也不小，总体来说都很好，价钱有点小贵，不过性价比还是可以的，建议入住，以后来北京可以住在这，坐地铁也很方便'],95,1,0,1,0,0,1,0,0,0,2
32,694247,['s4'],"['s5', 's4', 's4', 's4']","['服务', '非常好', '位置', '很好', '设施', '很好', '早餐', '很好']",['环境不错，出行也很方便.性价比其实很高啦。没想到每天还有附送小水果.'],38,1,0,1,0,1,1,0,0,0,1
33,1425014,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['管家小哥好热情，服务态度非常好！房间也很干净，居然还有大冰箱，太方便了！满分推荐！！！酒店离清华大学不远，门口就是公交车站，打车也很方便！房间设在文津国际酒店里面，一切设施应该都是文津酒店的标准，真是花一半💰享受星级酒店的服务！'],118,1,0,1,0,2,1,0,0,1,1
34,1478472,['s3'],"['s3', 's4', 's4', 's4', 's3', 's3']","['设备设施', '一般', '服务质量', '很好', '环境卫生', '很好', '餐饮服务', '很好', '娱乐设施', '一般', '舒适度', '一般']",['酒店位于王府井商圈，坐地铁1号线到王府井下车，穿过王府井步行街步行十分钟就可以到酒店。或者地铁五号线灯市口站A口，出来步行十分钟就能到达酒店。酒店周边还有好几个便利商店，7-11，全家，水果超市，早餐还有庆丰包子。酒店的硬件略显陈旧，和新的五星级酒店有较大差距，把皇冠去了，只能算得上是个假日酒店吧！酒店大堂顶部透光天窗的设计算是一个亮点吧，使得外表平淡无奇的建筑增添一丝光彩。房间算是中规中矩，没有什么特色可言。'],211,2,0,2,0,2,0,2,0,0,0
35,406975,['s4'],"['s4', 's4', 's3', 's3', 's4', 's5']","['位置交通', '很好', '周边环境', '很好', '设备设施', '一般', '环境卫生', '一般', '服务质量', '很好', '性价比', '非常好']",['房间很小，睡觉什么的足够了。主要是价格便宜。北京能住到这么便宜的已经很难得了。床单有种消毒液漂白剂的味道，有点难闻，不过开空调还好点。主要是价格便宜，而且还有发票。要求高的人就别入住了，会失望的，将就一晚上什么的还是可以的。'],116,0,0,3,0,0,0,0,0,0,1
36,735637,['s5'],"['s4', 's4', 's5', 's5']","['卫生', '很好', '服务', '很好', '风格', '非常好', '安全', '非常好']",['很有特点的一家酒店，主题风格的很温馨，住的也舒服，而且被子都是全新的、就是当天的空调不能用又赶上北京的大冷天着实有点冷，不过服务员很好给我们又加了一床被子才熬过了一晚，总体感觉还是很不错的，就还有早餐要出去吃。'],109,2,0,1,0,1,1,1,0,0,0
37,1345729,['s1'],"['s1', 's1', 's1', 's1']","['卫生', '糟糕', '服务', '糟糕', '风格', '糟糕', '安全', '糟糕']",['入宿环境有史以来最差的一次，简直了都，差评差评再差评…声音吵杂，一大早就敲门催赶打扫卫生，这还让不让人睡了，房间设备、床铺及洗漱间不整洁不说卫生质量差到极致。极度失望....'],91,0,0,3,0,0,3,0,0,3,0
38,1422288,['s1'],"['s1', 's1', 's1', 's1']","['卫生', '糟糕', '服务', '糟糕', '风格', '糟糕', '安全', '糟糕']",['多余的话我也不想多说，130一晚上，就这住宿条件，只恨自己没看评论啊！我跟我女朋友晚上都没敢盖被子，被子上全是污渍，结果第二天害得女朋友感冒了，自己看照片，最后加一句，马桶抽水是坏的，住宿环境差，周边环境更差，前不着村，后不着店感觉阴森恐怖😱，别住！！！！'],132,3,0,3,0,0,0,0,0,3,0
39,1331986,['s1'],"['s1', 's1', 's1', 's1']","['卫生', '糟糕', '服务', '糟糕', '风格', '糟糕', '安全', '糟糕']",['一订完就后悔，想退还不让退。地图上的导航与实际旅馆就不是同个地方，宾馆名称也不一样叫绿康安泰。打电话问前台明明是个女孩，到旅社透过小窗囗只看到一个男孩坐在一张凌乱的，低矮的桌1子后面，也没有见到保安。弯着腰把身份证递进去登记完毕后，进入房间简直要崩溃了，卫生间又小又脏，洁具又破又简陋，花洒龙头放在马桶上。毛巾浴巾一概沒有，有两支一次性牙刷，头天用完一支扔了，结果第二天早上发现另一支是次品无法用。唯一令人安慰的是床单还比较干净。晚上被蚊子折腾的沒有睡，想玩会手机。结果wiFi信号一点都沒有，就这样在不安中等到天亮。本不想说这些，大家创业都不易，无奈跟想象中差别太大。司机大哥人倒是不错，把我送到后在他自己手机中一再确认什么，就是感觉自己有被卖掉的感觉。'],332,3,0,3,0,0,3,0,0,2,0
40,491760,['s4'],"['s5', 's5', 's4', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '很好', '安全', '非常好']","['实为北京军区士兵招待所改的快捷酒店，', '位置不错 停车方便 有自己的停车场，适合来京旅游的朋友，内部设施比较老了，符合国招待所的标准']",72,1,0,2,0,1,0,0,0,0,0
41,1355783,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['春田花花都是小女生，特别适合女生独自出行。位置很好找，五道口地铁站出站不远即到!老板姐姐人很好，介绍大家相互认识，小伙伴们交流的很开心，以后还回来!'],78,1,0,2,0,0,1,0,0,0,0
42,1332073,['s2'],"['s3', 's1', 's2', 's2']","['卫生', '一般', '服务', '糟糕', '风格', '差', '安全', '差']",['位置与地图显示不一样，找了很久才知道在一个军事老旧小区的里面，从小区门到宾馆走路2分钟，从外观看宾馆的楼至少20年，干净程度一般，服务很差劲，店员态度及其恶略，房间设施很老，重要的是热水冲澡5分钟没热水了，晚上睡觉稍微冷了点，暖气不热，不太舒服的宾馆，如果不是必须附近住我都想付全款取消'],147,3,0,3,0,0,3,0,0,2,0
43,1262031,['s4'],"['s4', 's4', 's4', 's4']","['服务', '很好', '位置', '很好', '设施', '很好', '卫生', '很好']",['该酒店距离首都机场较近，有接送机福服务。酒店客房比较干净，热水一开10秒钟内就出来了，配有吹风机。该酒店总共三层楼，没有电梯，走廊有铺地毯，楼下大厅有小超市可以购物，周围环境还挺安静。老外住客不少哦。💑️💑️💑️'],110,1,0,1,0,0,2,0,0,1,0
44,1150666,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['这是第二次入住美锦快捷酒店！总体感觉还是很不错，交通方便，距离永泰庄地铁不到1公里！周围还有便利的公交车，共享单车附近也有很多！只需拿出手机扫一扫就可以轻松骑行！既环保又方便！房间内设施完善，干净卫生，价格合理，是清河周边入住的首选！'],121,1,0,1,0,0,0,0,0,1,1
45,858002,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['实在是太满意了，首先农家院的风格是我最喜欢欧式风格的，屋里环境特别棒，还有好多间主题房间，主要的是干净卫生，三楼的露天餐厅可以看见蹦极全景，四周环境也很好，晚上也可以唱唱歌，老板做菜很好吃，吃了很多特色菜，下次跟朋友来十渡还住这，点赞'],121,0,1,1,0,1,0,1,0,1,0
46,525249,['s5'],"['s4', 's5', 's4', 's4']","['服务', '很好', '位置', '非常好', '设施', '很好', '早餐', '很好']","['酒店位置来说很好找，就在北京西站对面，一过天桥就能看见楼顶的大字，位置来说很方便。', '酒店设施来说还可以，床单应该是换过的，上面有折痕，大家可以放心。不过晚上空调不知道怎么开，半夜感觉有点冷。', '电视来说，悬挂的角度有点歪，摆正了很久也不能放正。感觉有点奇怪。', '卫生间来说不算太大也不算小，没有浴缸，淋浴的水流很大。洗漱用品在抽屉里，不过感觉一般般，质量不算好。', '毛巾来说很不满意，浴巾很硬，擦身体不舒服，而且上面摆放的毛巾也太硬了，希望大家还是自己带吧。', '另外，前台人太少了，退房很慢，希望以后能加快速度。早餐也不错，就是去的晚东西不多了，大家可以早点去吃东西。']",299,1,1,3,0,0,0,0,0,0,0
47,765910,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['房子干净卫生好，距离地铁口近，附近有大型购物广场，楼下吃饭也很方便，老板人很好，半夜一点多出来接我们，还有就是本人早上退了房后发现有个东西给忘到酒店了，后来打电话问老板说东西在晚上过去取的，所以要好好谢谢老板。'],109,1,0,1,0,0,1,0,0,1,0
48,1303569,['s5'],"['s5', 's5', 's5', 's3', 's4', 's5']","['设备设施', '非常好', '环境卫生', '非常好', '服务质量', '非常好', '地理位置', '一般', '餐饮服务', '很好', '性价比', '非常好']","['酒店设施、环境、卫生、服务都很好，洗漱间干湿分离值得一赞。', '不过也有要吐槽的地方：1.早点7点才开始，感觉稍晚，建议6点-6点半左右。', '2.网络太慢，而且半天连接吧不上，我们家一行2个手机一个笔记本电脑就只能连上电脑，俩手机半天连不上一个，连上了还时断时续的，信号一点都不稳定。']",149,0,2,2,0,0,1,0,0,1,0
49,106606,['s1'],"['s2', 's2', 's3', 's1']","['卫生', '差', '服务', '差', '位置', '一般', '设施', '糟糕']",['打电话过去问地址服务员态度不好，说地址也不是很清楚。酒店设施不是一般的差，水龙头都活动了，冷热水不好区分，毛巾都是坏掉。订房时网上说距离八王坟客运站200米，应该是直线距离吧！我是走了不知200米。'],103,3,0,3,0,0,3,0,0,0,0
50,144717,['s5'],"['s5', 's5', 's4', 's4']","['服务', '非常好', '位置', '非常好', '设施', '很好', '卫生', '很好']",['地理位置优越在北京站附近，性价比超高的。'],24,1,0,2,0,2,0,0,0,0,1
51,579842,['s4'],"['s4', 's4', 's4', 's5']","['卫生', '很好', '服务', '很好', '隔音', '很好', '安全', '非常好']","['第一次住草桥店，由于飞机晚点，乘地铁已是接近最晚班一班了，幸好搭上。出地铁站问了工作人员，原来就在地铁站附近一二百米，看百度地图以为离得还有点路。总体印象不错，离地铁站近，交通方便，卫生，性价比高。也有些小缺憾，地处三楼却没有电梯，楼道也长，只一个出入口不太方便，周边生活配套也不完备，', '不过对得起这价格了']",160,1,0,1,0,3,0,0,0,1,1
52,730852,['s5'],"['s5', 's5', 's3', 's5']","['卫生', '非常好', '服务', '非常好', '隔音', '一般', '安全', '非常好']","['总体上很满意', '我们需要从北京站到首都机场乘机，所以头一晚选择了这里，是看了离T2航站楼较近的宾馆的评价和图片才定的这里。我本人选择宾馆卫生、便利为主。', '房间整洁、卫生，必备的生活用品都有，吹风机等，可以看图，空调也是比较新的，好用。', '当然也有叫醒服务和接送机服务。', '附近有个药店，还有两家小饭馆，几家饭店，便利店也有，价钱很平常不黑，农夫山泉的水2元，我们吃的面，14一碗，味道还行。', '我们是提前半个月左右在去哪网订的，有返现。', '到店现开的话会很多，出行一直用去哪网，有活动，对消费者负责，适合经济出行，让人感到物有所值。', '我们从北京站导了3趟地铁+1个机场专线过来的，非高峰时段，用了2个多小时才到。其实在火车站应该有机场专线吧，我用的百度地图查的路线，就没直接找专线。如果出行人多，还是拼车吧，能快一点儿。', 'PS：我们快走到宾馆时有一架飞机恰好从头顶飞过，很近很近，非常大！现在回想起那一幕还是感觉很壮观。可惜没有拍到…']",440,2,2,1,0,0,2,0,0,1,1
53,34630,['s1'],"['s1', 's1', 's1', 's1']","['卫生', '糟糕', '服务', '糟糕', '风格', '糟糕', '安全', '糟糕']",['刚进店时感觉还算有点特色，象个四合院，但院子无大门。之前因看评价说安全卫生，所以选择了这家，结果房间里有很浓的霉味，枕头上有脏东西，象是未换过，难道是上一位客人使用过的。客房大姐的态度倒也还算客气，先看房时没发现有味，可能是因为房门一直开着，但关上门后，味道就来了……洗澡时下水堵了，眼看就快水漫金山，无法，只好自己用手把下水管道的塞子拿开，原来是塞子上堵满了脏东西，现在一想起来就犯恶心，无法只好又把塞子拿开，这下水才能通了……门锁反锁不了，作为一个女生住，不能反锁，又无安全锁，还真是闹心！最后，晚上用了两个椅子抵着门才敢睡，洗澡后去借吹风机，结果告诉我说没有………作为旅馆服务行业，类似吹风机这样的生活必备单品，怎么可能一句“没有了”就打发了？就这样的设施设备还268元一晚，也就北京我大天朝敢开口标这样的价！在我们那儿估计50元都没有人去住，太差了！房间全在一楼，大院无大门，窗户对外竟没有安防盗窗，晚上直接不敢开窗睡觉，真不知道之前评价的人都是怎样想的。房间就两个插座，一个插热水壶，一个插台灯，床头无插座真是很不方便，要看个手机必须站在电视机那里，总之就是很差很差，以后再也不会选择这样的店了！'],507,1,0,3,0,0,2,2,3,3,3
54,1297400,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '安全', '非常好', '风格', '非常好']",['干净整洁，出行方便。是出行旅游、出差之首选。'],26,1,0,1,0,0,0,0,0,1,0
55,1281621,['s5'],"['s5', 's5', 's5', 's5']","['服务', '非常好', '位置', '非常好', '设施', '非常好', '早餐', '非常好']","['早餐特别丰富～三楼的女性房还是很温馨的，能晒到阳光^_^照片里的早餐只是一部分哟！', '地理位置出行还是比较方便的，门口就一公交站台。周围三个商场，对面就是一排小吃➕水果店。', '酒店有免费健身和泳池。楼下有小商场可以溜达溜达，入住就有两张免费饮品卡哦，记得领哟！', '女性房', '早餐参考', '早餐参考', '早餐参考']",169,1,1,1,2,0,0,0,0,0,0
56,764526,['s4'],"['s4', 's5', 's4', 's4']","['卫生', '很好', '服务', '非常好', '风格', '很好', '安全', '很好']","['我们从城区坐877公交车到达八达岭长城不认识路，直接打电话给酒店，老板娘很热情给我们指路！最后派驾驶员开车接我们去客栈入住。酒店虽然不是很高档，但是热情好客让我们出门在外的游客很开心！我们在客栈整理好后准备去爬长城,老板娘让司机送我们去售票处！很不错的一家店！下次带朋友来的话，我还是会预约这家店！']",153,1,0,2,0,2,1,0,0,0,0
57,1240723,['s4'],"['s4', 's4', 's4', 's4']","['卫生', '很好', '服务', '很好', '隔音', '很好', '安全', '很好']",['还不错吧，为了看演唱会所以选这家了离天桥很近，隔音不太好，卫生挺好的，屋子有点小，两个人住有点挤……wifi信号有点差网速有点慢……店家态度还挺好的'],78,2,0,3,0,0,1,0,0,1,0
58,1301922,['s5'],"['s5', 's5', 's5', 's5']","['卫生', '非常好', '服务', '非常好', '风格', '非常好', '安全', '非常好']",['到店里看完房间订的，不错干净整洁洗漱用品都免费提供，还有矿泉水，老板娘人很实在很有耐心'],47,0,0,1,0,0,1,0,0,1,0
